Company Name,Industry,Industry Category,Products/Services Offered,USP (Unique Selling Proposition) / Key Selling Points,Customer Target Segments,Customer Target Segments Category,Business Model,Business Model Category,Company Size Indicators,Company Size Category,Innovation Level Indicators,Geographic Reach,Geographic Reach Category,Website,Email,Phone,Source Document Section/Notes,Is Successful Partner,Partner_Targets_B2B,Partner_Target_Audience_Size_Over_1000,Targets_Specific_Industry_Type,Is_Startup,Is_AI_Software,Is_Innovative_Product,Is_Disruptive_Product,Is_VC_Funded,Is_SaaS_Software,Is_Complex_Solution,Is_Investment_Product,Avg Leads Per Day,Rank (1-47)
HRlab,Cloud-based HR Software; SaaS (HR Tech),Security Technology / Consulting (Video Surveillance),"Cloud-based HR software platform offering: Personnel management (centralized employee data and document management, flexible templates, digital signature); Process automation (customizable workflows for routine tasks); Time management (digital recording of working hours, vacation/absence management, mobile app support); Applicant management (management of job postings and applications).",Specifically designed for medium-sized enterprises; User-friendly interface; Location-independent access; Seamless DATEV integration for efficient payroll; Employee self-service features to relieve HR departments; GDPR-compliant hosting in certified data centers in Germany.,Medium-sized enterprises (SMEs),Pharmacy Owners (B2B),SaaS (Software as a Service); Subscription-based (implied by cloud software and a 14-day free trial offer).,Service-Oriented (Security) / Consulting,"Not found (The text specifies the target customer size, not HRlab's own size).",Unknown/Not Specified,Cloud-based software; Automation of HR processes; Digital signature; Digital time recording; Mobile app support; Customizable workflows.,"Germany (implied by .de domain, DATEV integration, and data centers located in Germany).",International / Global,hrlab.de,info@hrlab.de,493028098680,Kunde 45,True,True,True,SMEs (General B2B - targeting small to medium businesses across various industries),Not Found,False,False,False,Not Found,True,True,False,2,45
DIGI-BEL,Software (SaaS) for Tax Consultancies; Digital Document Management,Digital Agency / Web Development,"Specialized platform for digitizing document exchange, document capture, and communication between tax consultancies and their clients; Client-friendly document capture; Secure document exchange (e.g., payroll, open items); Integrated chat and messaging functions.","Provides an intuitive, client-friendly alternative to DATEV Unternehmen online for document submission and communication, while tax consultancies remain in their familiar DATEV environment; Simplifies collaboration and increases efficiency; Full DATEV integration for document transfer to DATEV Belege online without clients needing to use the DATEV interface; User-friendly and mobile accessible.",Tax consultancies (primary); Clients of tax consultancies (as end-users of the simplified interface).,B2B (General - Businesses looking to optimize sales/revenue),SaaS (Software as a Service) platform.,Agency-Based,,Unknown/Not Specified,"Focus on digitization (""Digitalisierung""); ""Smart bridge"" (""smarte Brücke"") concept; Mobile apps and web-based upload options; Aims to solve complexity issues with existing solutions.","National (Germany) - implied by the focus on DATEV, German address, and .de domain.",National (USA),digi-bel.de,office@digi-bel.de,49030959993910,Kunde 42,True,True,True,Tax / Accounting Sector,Not Found,False,True,False,Not Found,True,True,False,5,46
CareLend,Healthcare Staffing & Training Services (specifically: Recruitment agency for foreign nursing staff and training provider for adaptation measures),Sales Technology / Sales Consulting (SaaS),Placement of qualified nursing staff for direct employment; Training provider for adaptation measures for the recognition of foreign nursing qualifications; Support with professional and social integration of nursing staff; Complete support package from recruitment to housing placement for nursing staff.,"Focus on direct employment placement, avoiding expensive temporary work agencies; Offers a complete support package (from recruitment to housing); Provides competent, uncomplicated, long-term, and qualified solutions for care facilities.",Care facilities / Nursing homes.,"Healthcare Sector (B2B - Care Facilities, Seniors, individuals with cognitive impairments)","Service-oriented (recruitment agency, training provider). Likely generates revenue through placement fees and training course fees.",SaaS / Consulting,Not found.,Unknown/Not Specified,"""Specialized"" (spezialisierte Vermittlungsagentur), ""competent and uncomplicated solution"" (kompetente und unkomplizierte Lösung). No specific high-tech innovation indicators mentioned.","Operates in Germany (placing staff in German care facilities, address in Weißenfels, Germany), sources nursing staff internationally (""Pflegekräfte aus dem Ausland"").",National (Germany),carelend.de,info@carelend.de,4934339179998,Kunde 26,True,True,True,Healthcare (Care Facilities),Not Found,False,False,False,Not Found,False,True,True,3,47
Arca Ventile,Industrial Valve Manufacturing,,"- Regelarmaturen (regelbare Stellgeräte) zur Regelung von Druck, Temperatur und Durchfluss
- Individuelle Auslegung der Armaturen basierend auf Prozessdaten
- Serviceleistungen: Instandsetzung, Wartung, Lebensdauerverlängerung
- Unterstützung bei TA-Luft, SIL und sicherheitsrelevanten Anforderungen","- Individuelle Auslegung (""Serienhersteller mit Stückzahl 1"")
- Extreme Langlebigkeit (20–40 Jahre)
- Hohe Robustheit & flexible Innenteile
- Wartungsfreundlichkeit ohne Sonderwerkzeuge
- Herstellerkompetenz im Service (Life-Time-Optimierung)
- TA-Luft & SIL-Kompetenz direkt vom Hersteller
- Premiumpositionierung statt Massenware
- Energiekostenreduktion durch Dichtheit & Effizienz","- Bestandskunden, die ARCA kennen, aber seit >5 Jahren keinen Kontakt hatten
- Neukunden in bestehenden Kernbranchen: Chemische Industrie, Kraftwerke / Energieversorger, Lebensmittelindustrie, Stahlwerke, Müllverbrennungs- und Klärschlammverbrennungsanlagen
- Betreiber / Verantwortliche in der Anlage (Wartung, Energie-/Medienverluste)
- Instandhaltung / Maintenance, Betriebsingenieure / Techniker, Verfahrenstechnik / Prozesstechnik, Anlagenverantwortliche
- Projektleiter, technische Ansprechpartner",,Manufacturing sales + service,,,,"- Individuelle Anpassung an Prozessdaten (""Serienhersteller mit Stückzahl 1"")
- TA-Luft & SIL-Fähigkeit
- Unterstützung bei sicherheitsrelevanten Anforderungen",Deutschland (Schwerpunkt),,https://arca-valve.com,,,"OneDrive folder: Arca
- Strong partnership potential due to ARCA's focus on high-quality, long-lasting products and services.
- Target existing customers who haven't been contacted in 5+ years for reactivation.
- Key buyer personas: maintenance, operations, and engineering roles focused on reducing downtime and improving efficiency.
- Disqualifiers: Contacts in North Germany due to staffing constraints.
- ARCA addresses customer pain points such as high maintenance costs, energy losses, and lack of in-house expertise.
- ARCA aims to help customers extend maintenance intervals, increase efficiency, and reduce costs.",,,,,,,,,,,,,,
Armonia Deutschland GmbH,Customer Service Audit & Award,,"- ""Kundenservice des Jahres"" competition
- Mystery tests (phone, email, chat) to evaluate customer service quality
- Audit with 70+ (or 225) evaluation criteria to identify weaknesses and improvements
- Detailed benchmarking report showing service compared to others
- Option for pre-tests (smaller audits)","- Unique combination of in-depth audit and exclusive award
- Objective assessment of customer service based on hundreds of mystery tests
- Detailed benchmark report with clear criteria and direct comparison to competitors
- Opportunity to win the ""Kundenservice des Jahres"" title","- Companies with customer service departments
- Larger brands that value good customer service
- B2C customers with a hotline
- Customer Service Leaders
- Quality Managers
- Marketing
- Vice Presidents (or similar)",,Competition entry fee + audit/reporting,,,"Mid-Market, Enterprise",Uses mystery shopping and standardized criteria to provide objective customer service benchmarking.,Germany,,https://kundenservicedesjahres.com/,,,"OneDrive folder: Armonia
- Goal: Qualify potential participants for the ""Kundenservice des Jahres"" competition.
- Strong partnership potential because Armonia provides a valuable service (customer service audit and benchmarking) that addresses a key pain point (lack of objective data on service quality).
- Buyer personas: Customer service leaders, quality managers, marketing VPs.
- Pain points: Lack of objective data on service performance, difficulty motivating teams, need for external validation of service quality.
- Disqualifiers: Companies with very small customer service teams (3-4 people), companies undergoing major restructuring, companies focused solely on cost reduction.
- Notable references: IONOS, Creditplus Bank, Hamburger Sparkasse, Kauf-Unique.de, Michelin Group, Smart Europe, Lease a bike, DHL Express, Lidl, Libre, Telefonicia, HD +, Immoscout24, Center Parks, Weber Grill, Vodafone
- Competitors often work with well-known brands like NTV or Handelsblatt, which provides brand value but may lack in-depth quality assessment.",,,,,,,,,,,,,,
BauTask GmbH,Construction Project Management Software,,"- Zeiterfassung (time tracking)
- Baustellendokumentation (construction site documentation)
- Digitale Bautagesberichte (digital daily construction reports)
- Rapporte (reports for additional work)
- Fuhrparkverwaltung (fleet management)
- Plantafeln (planning boards)
- Schnittstellen zu anderen Programmen (interfaces to other programs)","- Complete project management software for construction businesses (excluding offers and invoicing).
- Integrates with existing systems via custom-built interfaces.
- Caters to various construction roles (site managers, bookkeepers).
- GPS time tracking.","- Construction companies, especially Tiefbau (civil engineering/underground construction) companies.
- Larger firms (20-100 employees) in Germany, but also larger companies.
- Targets different roles: Buchhaltung (bookkeeping), Bauleiter (site manager), IT Leiter (IT manager).",,Likely SaaS subscription,,,SMB,"- KI (artificial intelligence) in the complete administration in the system for developers and construction managers.
- Digitalization of construction processes.","Germany, DACH (implied)",,,,,"OneDrive folder: BauTask
- Partner due to their construction project management software.
- Strongest pain point for customers is Zeiterfassung (time tracking) due to legal requirements and manual processes.
- Other pain points: Baustellendokumentation, Fuhrparkverwaltung.
- Ideal customer struggles with manual processes (paper-based, Excel).
- Disqualifiers: Companies already satisfied with their existing solutions.
- Reference customers exist in most regions of Germany.
- Use cases: Zeiterfassungspflicht (time tracking obligation), digital Bautagesberichte (daily construction reports), fleet management.",,,,,,,,,,,,,,
CareMates,Software for patient admission in nursing care,,"- Software for digitizing and automating patient admission and inquiry management
- KI-supported data capture and preprocessing
- Seamless integration into existing primary systems
- Automated generation of structured information collection (SIS)","- Specialization in admission and inquiry management, unlike general nursing software.
- Automation and KI-supported processing to reduce administrative effort.
- Easy, intuitive use for non-technical staff.
- Seamless integration with primary systems like Vivendi, Medifox, Myneva.
- Up to 80% time savings, potentially saving up to four hours per admission.
- Fast implementation with minimal training.
- Developed in collaboration with nursing facilities.","- Nursing homes
- Smaller facilities: facility management, nursing service management, administration management
- Larger facilities: department heads, quality managers, digitization officers",,Likely SaaS subscription (inferred from software offering),,,,"- KI-supported processing of patient data
- Automation of patient admission (SIS)
- Digital capture of inquiries via form, website, or email",Unknown,,https://caremates.de/,name@firma (example),02303 6762536,"OneDrive folder: Kuidado
- Strong partnership potential due to CareMates' focus on a specific pain point in nursing homes: inefficient patient admission processes.
- Addresses the problem of fragmented communication channels and manual data entry.
- Offers a solution for better management of client inquiries and improved team collaboration.
- Integrates with Caritas München-Freising as a development partner, indicating credibility and industry alignment.
- Disqualifier: Lack of integration with Medifox may be a barrier for some potential customers.",,,,,,,,,,,,,,
Confiserie Coppeneur et Compagnon GmbH,Chocolate and Praline Manufacturing,,"- Handcrafted chocolates and pralines
- Seasonal programs (Christmas, Easter)
- Packaged and fresh pralines","- Fresh pralines in the premium segment
- High-quality, fine ingredients
- Sustainable practices: partnerships with cocoa farmers, fair prices, promotion of original cocoa varieties","- Fachhandel (specialty retailers)
- Schokofachhandel (chocolate specialty shops) with fresh counters or packaged goods
- Geschenkefachhandel (gift shops)
- Spirituosenfachhandel (spirits shops) - packaged goods, pairing focus
- Lebensmitteleinzelhandel (grocery retail) - potential",,Manufacturing and distribution to retailers; B2B,,,,Focus on high-quality ingredients and sustainable sourcing.,"Germany, Austria, Switzerland",,https://www.coppeneur.de/,r.birrenbach@coppeneur.de,+49 (0) 22 24 / 90 10 4 - 17,"OneDrive folder: Coppeneur
- Target customer pain point: need for high-quality, unique products to differentiate themselves and improve customer satisfaction.
- Coppeneur aims to replace existing premium chocolate suppliers (Dreimeister, Wagner, Lahnwehr, Peters, Burg Lauenstein, Zotter).
- Key selling point: superior quality and freshness compared to competitors.
- Disqualifiers: customers focused solely on price; existing exclusive agreements with competitors (e.g., Leonidas).
- Sales process: offer free samples and catalogs, followed by online or on-site meeting.",,,,,,,,,,,,,,
Heylog GmbH,Yard Management SaaS,,"- SaaS platform for dynamic truck arrival management and digital driver communication.
- Connects dispatch, gate, and driver in real-time via WhatsApp or SMS.
- Digital truck registration, overcoming language barriers, digital safety instructions, and factory navigation.","- Brings Ruhe in den Hof (peace to the yard).
- Real-time ETAs instead of rigid time slots.
- Digital truck registration eliminates paperwork at the gate.
- Automatic translation in 24+ languages.
- Digital safety instructions on smartphones.
- Factory navigation directs drivers to the correct ramp.","- Logistics centers
- Industrial companies
- Freight forwarders
- Producing industry
- Wholesale
- Building materials trade
- Furniture industry
- Food production
- Chemicals & coatings",,SaaS subscription,,,,"- Real-time ETA prediction
- WhatsApp/SMS communication with drivers
- Automated translation
- Digital safety instructions",,,"www.heylog.com
https://heylog.netlify.app/",u.kivrak@heylog.com,,"OneDrive folder: HeyLog
- Helps yard operators (logistics centers, industrial companies, freight forwarders) make their gate processes more efficient.
- Solves the problem of manual, time-consuming, and error-prone communication with truck drivers.
- Use cases: Dynamic arrival control, digital truck registration, overcoming language barriers, digital safety instructions, factory navigation.
- Qualifiers: Minimum 10-15 truck deliveries per day, decision-maker contact (Logistics Manager, Operations Manager), prospect acknowledges pain points (congestion, missing ETAs, language barriers).
- Disqualifiers: <10-15 trucks/day, contacts without decision-making authority, ""just looking"" without a real problem.
- ROI example: 25 deliveries/day, 10 min time savings/order, savings: approx. EUR 50,000/year, ROI: 250%.",,,,,,,,,,,,,,
Hospicall,Healthcare Technology (Fall Prevention),,"- Anna Care sensor pad: a sensor-based alternative to traditional bed exit mats for fall prevention in care facilities.
- Rufanlagen (call systems) for care facilities and hospitals.","- Detects whether a resident is in bed using AI and sensors under the bed, replacing traditional sensor mats.
- Reduces false alarms with customizable delayed alerts (e.g., after 5-7 minutes).
- Flexible: can be used under beds, chairs, or wheelchairs.
- Easy to install: simply plugs into existing call systems.
- More reliable than traditional mats; detects subtle movements like breathing and heartbeat.","Pflegeheime (nursing homes), Krankenhäuser (hospitals), and other Einrichtungen im Gesundheitswesen (healthcare facilities) needing modern fall prevention solutions. Specifically targeting Pflegedienstleitung (PDL - head of nursing services).",,Sales of hardware (sensor pad and optional Bedieneinheit) for a one-time cost.,,,,"- Uses AI to reliably monitor bed occupancy.
- Detects micro-movements (breathing, heartbeat).
- Offers customizable alarm delays.",,,https://www.hospicall.com/,,,"OneDrive folder: Hospicall
- Aims to replace traditional sensor mats, which are unhygienic, a tripping hazard, and provide unreliable information.
- Addresses the problem of staff not knowing if patients (especially those with dementia) are in bed or wandering.
- Solution: a small pad placed under the bed that connects to the existing call system and detects movement.
- Advantages: reliable, no tripping hazard, no ongoing costs, flexible (can be moved to different beds/chairs).
- Disadvantages of competitors: Stiegelmeyer (expensive, inflexible), Wisser-Bosserhoff (unreliable), IQ Care (requires new mattresses, high investment).
- Target customer pain points: existing mats are tripping hazards, unhygienic, cause false alarms, and require staff to move them frequently.
- Typical use case: new residents are monitored for the first 5 days to assess their nighttime behavior and fall risk.",,,,,,,,,,,,,,
Karlheinz Gockel und Lorenz Schrader,Einkaufsdienstleister / Purchasing Services,,"- Unterstützung von Catering- und Gemeinschaftsverpflegungseinrichtungen bei der Verbesserung ihrer Einkaufskonditionen und Schaffung von mehr Transparenz.
- Individuelle Verhandlungen mit Lieferanten.
- Datenpflege.
- Unterstützung bei der Einführung und Nutzung von E-Procurement-Systemen.","- Individuelle Preisverhandlungen pro Kunde, im Gegensatz zu nationalen Einheitspreisen von Einkaufsgemeinschaften.
- Nutzung des eigenen Volumens in Verhandlungen, um günstigere Preiskategorien zu erreichen.
- Bessere Konditionen als größere Wettbewerber trotz geringerem Volumen.
- Fokus auf Einsparungen und Entlastung im Einkauf.","- Pflegeheime (ab 80 Betten, Einkaufsvolumen ab 250.000€).
- Krankenhäuser (Catering-Unternehmen).
- Caterer (mittelständische, die Schulen, Kitas, Betriebskantinen beliefern).
- Hotels (unabhängige, größer als 50 Zimmer, nicht zu Ketten gehörig).",,"Einkaufsdienstleistung, Verhandlung von Einkaufskonditionen",,,,"E-Procurement-Systeme, Einkaufsplattformen, Warenwirtschaft",Deutschland,,,,,"OneDrive folder: S&F-Consulting Modernes Verpflegungsmanagement GmbH S&F-Planungs- & Betriebsführungs- GmbH
- Ziel ist es, Einkaufskonditionen für Kunden zu verbessern und Transparenz zu schaffen.
- Fokus auf Gemeinschaftsverpflegung, Care-Bereich, Healthcare-Bereich und Catering.
- USP liegt in individuellen Preisverhandlungen und besseren Konditionen als Einkaufsgemeinschaften.
- Zielgruppen sind Pflegeheime, Krankenhäuser (Caterer), Caterer und Hotels.
- Pflegeheime haben finanzielle Probleme, was Geldersparnis zu einem interessanten Angebot macht.
- Hotels sind ein schwieriger Markt aufgrund von Preisdruck und geringer Kundenbindung.
- Caterer sind offen für Unterstützung im Einkauf und E.D.V.",,,,,,,,,,,,,,
Klinikon GmbH,Healthcare Software (MBEG Automation),,"- Software solution for automated processing of MBEG requests from health insurance companies.
- Medical AI for hospitals.
- On-premise deployment via Docker container (Linux server).
- Local pseudonymization of documents.
- Optional fact-check with a second AI model.","- First specific AI-supported solution for semi-automated processing of MBEG requests in hospitals.
- Combination of medical justification and legal rejection check in one system.
- Automatic check of whether the health insurance request is formally permissible (length of stay / outpatient potential).
- Generates three variants: two medical justifications + one legal rejection.
- On-premise deployment in the hospital intranet.
- Local pseudonymization of sensitive documents before processing.
- Human-in-the-Loop principle with case summary for validation.
- Monitoring of the entire process to ensure stability.
- Aims to resolve payment deadline inhibition within 24 hours.","- Medizincontroller (Medical controllers)
- Leiter Medizincontrolling (Head of Medical Controlling)
- Kodierfachkräfte (Coding specialists)
- Hospitals (500+ beds, 20,000+ inpatient cases/year)",,"Likely SaaS, not explicitly stated",,,,"- Medical AI
- Natural Language Processing (NLP)
- On-premise deployment for data privacy
- Automation of a manual process",DACH (implied),,https://www.klinikon.com,,,"OneDrive folder: Klinikon
- Klinikon offers a software solution to automate external patient transports and MBEG requests, saving time and resources for hospitals.
- The software integrates with existing hospital information systems (KIS) and uses AI to generate medical justifications for insurance requests.
- Key benefits include reduced workload for coding specialists, faster payment processing, and improved data privacy.
- The target audience includes medical controllers and coding specialists in hospitals.
- The solution addresses the problem of automated MBEG requests from insurance companies requiring manual processing by hospitals, leading to delays in payment.
- On-premise deployment ensures data privacy and compliance with regulations.
- They are partnering to generate leads and book demos.",,,,,,,,,,,,,,
Marc Götzl Einzelunternehmer,Betriebliche Altersvorsorge (bAV) Risk Analysis,,"- Haftungs-Check der bestehenden bAV-Verträge.
- Frühe Risikoerkennung: Arbeitgeber erfahren, ob sie durch Unterdeckungen finanziell haften könnten.
- Klare Einschätzung, ob und in welcher Höhe ein Problem besteht.
- Langfristiger Schutz","Spezialisierte, präventive Risikoanalyse for bAV contracts, showing how to avoid risks.","Kleine und mittelständische Unternehmen in Deutschland mit 10 bis maximal 50 Mitarbeitenden. Ansprechpartner: Geschäftsführer, HR / Personalabteilung, Sekretariat / Assistenz",,Project-based (bAV contract check),,,SMB,Innovative niche approach within the existing bAV market.,Germany,,,name@firma (to be created),Umgeleitet auf ... inkl. Backoffice Dienste,"OneDrive folder: Marc Götzl
- Partner to check existing bAV contracts for underfunding and liability risks.
- Target: German SMBs (10-50 employees).
- Pain point: Employers unaware of liability for bAV commitments, even with external brokers.
- Solution: bAV contract check to identify risks.
- Disqualifiers: Larger companies (50+ employees) due to longer decision cycles.
- Call script focuses on potential liability risks for employers due to underfunded bAV plans.
- Goal: Book a 15-minute bAV check with an expert.",,,,,,,,,,,,,,
Move Payment GmbH,Payment Provider,,"- Payment provider based on open banking technology (account-to-account).
- Solution integrates into e-commerce sites alongside other payment methods like MasterCard and PayPal.
- Plugins for WooCommerce and Magento.","- Instant, real-time money transfer to the merchant's bank account.
- Fast onboarding process (10 minutes max).
- Transaction fees are 1% (lower than competitors).
- No setup fees or monthly fees.
- Increased liquidity for merchants due to immediate access to funds.
- Independent from US-based payment systems.","- E-commerce businesses, particularly those using Magento or WooCommerce.
- Travel industry (hotels, vacation rentals, flight tickets) due to high chargeback rates.
- E-gaming and gambling companies with European licenses.",,Transaction-based (1% per transaction),,,,"Utilizes open banking for direct account-to-account payments, bypassing traditional intermediaries.",Europe,,"Website mentioned, but URL not provided in document.",,,"OneDrive folder: MovePayment
- Partnership is strong because Move Payment offers lower fees and faster access to funds for merchants compared to competitors like PayPal, Klarna, and Stripe.
- Target customer pain points: high transaction fees, delayed payouts, account freezes.
- Disqualifiers: Shopify-based businesses (no plugin), adult entertainment industry.
- Ideal use case: E-commerce businesses with significant transaction volume, travel companies with high chargeback rates, and gaming companies seeking lower fees.
- They are trying to get integrated into platforms like Stripe and Moly.",,,,,,,,,,,,,,
MovePayment (by MyCompanySolution),Payment Solutions for E-Commerce,,"- Pay by Bank: A payment method based on open banking (account-to-account).
- Dashboard for business customers: Real-time transaction overview, employee management, refunds.
- Interface to Export-Konform for DATEV (accounting).","- Lower transaction fees compared to PayPal and credit cards (1% + 25 cents).
- Immediate transfer of funds to the merchant's account (no holding period).
- No chargebacks.
- Quick setup (10 minutes).
- Can be offered as an additional payment option alongside existing providers (e.g., Mastercard, PayPal).",E-commerce businesses seeking a cheaper payment method than PayPal or credit cards.,,Transaction-based (1% + 25 cents per transaction),,,,Open banking based payment solution.,,,,,,"OneDrive folder: IISC EV
- MovePayment is presented as a cheaper and faster alternative to PayPal and credit cards for e-commerce businesses.
- The solution offers immediate fund transfers and lower fees.
- Manuov (manualf.com) is mentioned as a potential partner for lead generation and closing, highlighting their expertise in cold calling and appointment setting for similar products in the e-commerce space.
- Manuov emphasizes a partnership approach, aiming for long-term collaboration and deep understanding of the client's product and target market.
- Manuov's team structure includes locations in Cyprus (strategy, team leadership, closing) and Turkey (cold calling agents).",,,,,,,,,,,,,,
Nexory Gmbh,Document Management & Enterprise Content Management,,"- Automated processing of incoming and outgoing e-invoices
- Document management system (DMS) based on ELO
- Solutions for digitalizing company processes and legally compliant document archiving
- KI-supported pre-sorting of invoices
- E-invoice validation according to EN16931","- Own logic for e-invoices, exceeding standard solutions
- High interface competence, connecting to almost any ERP environment
- Entry via e-invoice with expansion option to a complete DMS
- Strategic DATEV partner
- Local, data protection-compliant processing",Small to medium-sized companies with 20-100 employees in Germany,,Likely project-based with recurring revenue potential (SaaS or maintenance),,,SMB,"- KI-based invoice processing
- Automated e-invoice validation
- Integration with ERP systems
- Focus on E-Rechnung processing",Germany,,https://nexory.de/,,,"OneDrive folder: Nexory
- Strong partnership potential due to DATEV integration and focus on E-Rechnung compliance.
- Target buyer persona: Accounting, potentially CFO or IT, but initially avoid Digitalization Officers.
- Customer pain points: Inefficient document management, lack of legal compliance, difficulty accessing documents across departments, underestimation of e-invoice requirements.
- Use cases: Automating invoice processing, ensuring legal archiving, improving document accessibility, preparing for e-invoice mandate.
- Notable references: SWG Schweinfurt, ROTH Energie, Heinrich Müller Gmbh, Elflein Transport & Logostik, Leu Energie Gmbh",,,,,,,,,,,,,,
Normeditec,Mobile Laminar Airflow Devices,,"- Mobile Laminar-Airflow-Geräte (devices for sterile conditions)
- Solutions for operating in existing intervention rooms or small spaces
- Upgrading heart catheter labs for pacemaker implants
- Instrumentiertische (instrument tables)","- Enables sterile conditions in existing intervention rooms or small spaces without expensive OP-Saal upgrades.
- Often achieves better sterile conditions than traditional OP-Saals due to direct airflow onto instruments and the OP-field.
- Lower radiation exposure during procedures in heart catheter labs.
- Addresses the growing trend of ambulant operations.","- Niedergelassene Ärzte (settled doctors) performing eye surgery.
- Kliniken (clinics) with existing intervention rooms needing sterile upgrades, especially Herzkatheterlabore (heart catheter labs).
- Augenchirurgen (eye surgeons) performing intravitrelle Injektionen (IWOM).",,Sales of medical devices,,,SMB,"- Patented mobile laminar airflow technology.
- Provides sterile conditions comparable to or better than traditional OP-Saals.",Germany,,,,,"OneDrive folder: Normeditec
- Partnership is strong because Normeditec has a well-defined target group and unique selling points.
- Ideal for clinics wanting to move smaller operations (e.g., pacemaker implants) out of the OP-Saal to free up capacity.
- Addresses the need for sterile conditions for intravitreal injections (IWOM) performed by ophthalmologists.
- Pain points: reaching the right decision-makers in hospitals (ärztlicher Direktor, technical side, Hygieniker).
- Target group size: ~2000 clinics in Germany, 7000-8000 cardiologists.
- Disqualifiers: Clinics that already have adequate OP-Saal capacity and sterile conditions.",,,,,,,,,,,,,,
Oberndorfer Hybrid Systems GmbH,Hybrid Deckensysteme,,"- Entwicklung und Fertigung von hybriden Deckensystemen (Holz-Beton-Verbunddecken)
- Lösungen für anspruchsvolle Deckenkonstruktionen
- Technische Beratung und Unterstützung über alle Projektphasen hinweg
- Individuelle Anpassung an Bauvorhaben (Integration von Haustechnik, Sondergeometrien)
- Fertige Geschossdecken inklusive Transport und Montage (optional)","- Größtes Variantenportfolio für Hybriddecken in Mitteleuropa
- Jahrzehntelange Erfahrung der Muttergesellschaft Oberndorfer (Marktführer im Fertigbetonbau in Österreich)
- Kombination aus industrieller Fertigung, technischer Expertise und Beratung
- Nachhaltiger als reiner Betonbau
- Einfache Montage (vergleichbar mit Fertigteilbetondecke)","- Hochbau
- Bauunternehmen
- Mineralische Bauunternehmer
- Wohnungsbau
- Architekten, Bauherren & Statiker in der Planung von Bauprojekten",,Manufacturing sales + service,,,,"- Industriell vorgefertigte hybride Deckensysteme
- Kombination von Holz und Beton im Schichtverbund
- Integration von Kühl-/Heizfunktion, leimfreie Ausführung",DACH,,https://www.oberndorfer-hybrid.com/,,,"OneDrive folder: Oberndorfer
- Partnering to address the increasing demand for sustainable and efficient building solutions, specifically for complex ceiling constructions.
- Target audience includes architects, building owners, and structural engineers involved in construction project planning.
- Key pain point: Lack of knowledge and practical solutions for hybrid wood-concrete ceilings.
- Oberndorfer's solution: Industrially prefabricated hybrid ceiling systems that combine the advantages of wood and concrete.
- Benefits: Larger spans, reduced construction height, improved sound insulation, and sustainability.
- Oberndorfer is a subsidiary of Oberndorfer, a market leader in precast concrete construction with over 1,000 employees.",,,,,,,,,,,,,,
Phaesun GmbH,Photovoltaic Wholesale,,"- Photovoltaic components
- Battery storage systems
- Retrofitting solutions for existing systems
- Off-grid systems
- Engineering services for system design
- Product development for niche applications (e.g., solar cooling)","- Specialization in off-grid, storage, and retrofitting solutions.
- Technical know-how and support beyond just product sales.
- Focus on building stable partnerships with customers.
- Expertise in navigating certifications and regulations for product distribution.
- Offers attractive prices, aiming to be the ""most favorable"" rather than the cheapest.","- Installers (Elektroinstallateure), heating companies, and electrical firms.
- Online shops and retailers (excluding Alibaba and Amazon).
- Industrial customers with remote installations (e.g., park automats, streetlights).
- NGOs and GEOs requiring specialized solar solutions.
- Potential expansion into Eastern European and West Asian markets.",,Wholesale distribution with project-based engineering and development services.,,,,"- Developing products for niche applications (e.g., solar cooling).
- Bridging the gap between research and market-ready products.
- Focus on integrating new technologies into existing systems.","Global, with a focus on DACH region and potential expansion into Eastern Europe and West Asia.",,https://www.phaesun.com/,,,"OneDrive folder: Phaesun
- Partnering to generate leads and support sales, as current sales are mostly inbound/referral-based.
- Target installers who need support with off-grid systems, battery storage, and retrofitting.
- Aims to help installers offer modern solutions without needing extensive in-house expertise.
- Wants a partnership based on mutual understanding and shared goals, not just outsourced work.
- Disqualifiers: Customers only interested in short-term gains or unstable business models.",,,,,,,,,,,,,,
