Company;# Employees;Industry;Website;Company Linkedin Url;Company Street;Company City;Company State;Company Country;Company Postal Code;Company Address;Keywords;Company Phone;Short Description;model_score;confidence;reasoning;cost_usd;token_cost_usd;web_search_calls;service_tier;model;run_id
Spark 5 GmbH;11;information technology & services;http://www.spark5.de;http://www.linkedin.com/company/spark5-gmbh;97 Rheinstrasse;Darmstadt;Hessen;Germany;64295;97 Rheinstrasse, Darmstadt, Hessen, Germany, 64295;technology, information & internet, api-integration, systemadministration, monitoring, skalierbares hosting, agile projektplanung, rechenzentrumsdienste, cloud-hosting, datenanalyse, datenvalidierungstools, saas, information technology and services, system integration, softwareentwicklung, webanwendung, datenvalidierung, it-projekte, api-entwicklung, hosting-architektur-optimierung, individuelle it-lösungen, qualitätsmanagement, serverhosting, betrugsprävention, datenmanagement, data quality assurance, fraud detection services, langfristige partnerschaften, serversicherheit, hosting optimierung, backup-lösungen, serverautomatisierung, servervirtualisierung, cybersecurity, api anbindung, performance monitoring, netzwerksicherheit, data quality & fraud detection, datenbankoptimierung, it-beratung, cloud migration support, it-sicherheit, it-infrastruktur-management, linux-servermanagement, data analytics, performance-steigerung, software development, b2b, consulting, services, computer systems design and related services, web application, fraud detection, responsive design, cloud solutions, technology services, software as a service, information technology & services, computer software, computer & network security, cloud computing, enterprise software, enterprises;'+49 6151 85080;"Spark 5 steht für die Entwicklung von Web- und Mobile-Applikationen und die Betreuung der zugehörigen Server-Ressourcen.

Seit 1996 sind wir ein erfolgreicher Anbieter von technischen Dienstleistungen und speziellen Online-Projekten. Wir entwickeln heute die Technik von morgen. Unser Fokus liegt auf der Verarbeitung und Vorhaltung großer Datenmengen, der kompetenten Systembetreuung sowie der Konzeption, Planung und kreativen Umsetzung aller zukunftsweisenden Internet-Technologien.

Spark 5 versteht sich seit vielen Jahren als verlässlicher Partner für komplexe IT-Lösungen mit der besonderen Kompetenz, sowohl im standardisierten als auch individuellen Service und Support zu überzeugen. Wir bieten ein breites Spektrum an operativen und strategischen Dienstleistungen von der Datensicherheit bis hin zum Qualitätsmanagement . Als modernes IT-Service-Unternehmen begreifen wir zudem Wandel als Chance und permanente Herausforderung, dem wir uns gemeinsam mit unseren Partnern gerne stellen.

Imprint: 
https://www.spark5.de/impressum/
Datenschutz:
https://www.spark5.de/datenschutz/";7.5;high;German IT/SaaS provider delivering custom web applications plus SaaS products like data validation and credit check for corporate clients, with 25+ years in market and 51–100 employees. Clearly B2B, Germany-based with DACH focus, recurring SaaS potential and scalable delivery. Services are somewhat generic agency-like, but strong data/validation niche and clear phone-pitch value for German mid-market firms support good Manuav fit.;0.015014;0.005014;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
Cortex AG;6;information technology & services;http://www.cortex-ag.com;http://www.linkedin.com/company/cortexag;1A Tischlerstrasse;Isernhagen;Lower Saxony;Germany;30916;1A Tischlerstrasse, Isernhagen, Lower Saxony, Germany, 30916;cortexip, 6 normalform, analytics, nosqldatabase, data discovery, cortexdb, it services & it consulting, natural language processing, automated cleansing, project controlling, agriculture, data integration, information technology and services, data modeling, anomaly detection, manufacturing, finance, supply chain management, data analysis, api integration, enterprise resource management, semantic network, data quality, vehicle configuration bom, master data management, multi-tenant architecture, scalability, data analytics, data platform, seed variety validation, edge computing, data management tools, licensing business fraud detection, customer engagement platform, unstructured text analysis, real-time data processing, project acceleration, cost savings, data normalization, software development, flexible architecture, schema-less data storage, cross-domain digitalization, big data analytics, complaints management, data privacy, government, data-driven decision making, multi-source data, digital transformation, data visualization, data security, supply chain analytics, product data management, cloud and on-premises deployment, b2b, consulting, services, retail, computer systems design and related services, information technology & services, artificial intelligence, enterprise software, enterprises, computer software, mechanical or industrial engineering, financial services, logistics & supply chain, governments, computer & network security;'+49 51 36890080;"The Cortex AG is the manufacturer of the multimodel NoSQL database CortexDB and provides the CortexPlatform as a collection of various tools for the enterprise use of NoSQL.

The CortexDB is the only database that manages a key/value store without redundancy at the same time as the data storage of a document store, in order to map the 6th normal form of all contents of all fields of all data sets. This means that all information in any combination can be retrieved at the highest speed at any time throughout the entire database. 

Due to the flexibility of the data storage and the 6th normal form, the CortexDB is used across all industries for arbitrary applications as well as for the processing of large, complex data sets (Big Data) and offers the same agility in database development and use as required in the project implementation.

The CortexDB also includes a server-side JavaScript implementation (Google V8). This makes it possible to store and execute program code within data records and to learn automatically within the database without extracting the dataset.";7.5;high;German B2B software company providing Cortex Information Platform/CortexDB for data integration, analytics and workflows, headquartered near Hannover. Strong DACH presence, enterprise use cases and sizable mid-market/enterprise TAM. Economics and onboarding appear scalable, and value prop (faster analytics, 360° data, NLP, anomaly detection) is phone-pitchable. Some red-ocean risk in data platform space keeps score below top tier.;0.014986;0.004986;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
NETplan24 GmbH;6;information technology & services;http://www.netplan24.de;http://www.linkedin.com/company/netplan24;55 Bahnhofstrasse;Montabaur;Rhineland-Palatinate;Germany;56410;55 Bahnhofstrasse, Montabaur, Rhineland-Palatinate, Germany, 56410;itservice, azure, iotloesungen, iotservice, itloesungen, office, tkloesungen, cloud, tkservice, it services & it consulting, it-infrastruktur, zutrittskontrolle, virtualisierung, notstromversorgung, telekommunikationslösungen, sd-wan, netzwerkdesign, it-support, cloud-services, telecommunications, it-services, netzwerksicherheit, backup & recovery, cloud computing, it-beratung, voip-telefonie, glasfasertechnik, hybrid cloud, information technology and services, edge computing, server & storage, sicherheitslösungen, b2b, consulting, services, computer systems design and related services, information technology & services, enterprise software, enterprises, computer software;'+49 2602 9196829;"Stellen Sie sich vor, Ihr IT-Projekt gerät ins Stocken – Deadlines rücken näher, Know-how fehlt, und Ihr Unternehmen droht wertvolle Zeit und Geld zu verlieren. Genau hier setzen wir von NETplan24 an: Als Spezialisten für Projektvermittlung und IT-Consulting sorgen wir dafür, dass Ihr Projekt innerhalb weniger Tage wieder Fahrt aufnimmt. Wir analysieren Ihre Anforderungen präzise, finden exakt die Experten oder Teams, die Sie benötigen, und begleiten Sie verlässlich bis zum erfolgreichen Abschluss.

Unsere Vision ist es, innovative und effiziente ITK-Komplettlösungen individuell zu entwickeln und optimal aufeinander abzustimmen. Durch langjährige Erfahrung in der IT- und Telekommunikationsbranche verfügen wir über spezialisiertes Know-how. Diese Marktweitsicht ist nahezu ein Alleinstellungsmerkmal und bietet Ihnen maximale Effizienz, Innovation und Fortschritt.

Gerade heute, geprägt von komplexen und unübersichtlichen IT-Landschaften, ist eine präzise Abstimmung Ihrer Infrastruktur – wirtschaftlich wie strategisch – essenziell für Ihren Erfolg. Wir unterstützen Sie dabei herstellerunabhängig, anbieterneutral und nachhaltig.

Unsere Kernkompetenzen:

Netzwerkdesign & Betrieb – von Architektur bis 24/7-Monitoring

IT- & OT-Security – mehrstufige Schutzkonzepte, Penetration-Tests und Zero-Trust-Strategien

Cloud- & Hybrid-Connectivity – sichere Verbindung von Rechenzentren, Standorten und mobilen Arbeitsplätzen

Telekommunikation – zuverlässige VoIP-Plattformen, SIP-Trunking und Unified-Communications-Integration

Dafür stehen wir:

Verbindlichkeit & Klarheit – klare Prozesse und transparente Kommunikation

Technische Exzellenz – zertifizierte Expertise (Cisco, Fortinet, Palo Alto, AWS & Azure)

Ganzheitlicher Blick – Sicherheit, Performance und Wirtschaftlichkeit im Einklang

Ihr IT-Projekt braucht frischen Schwung oder dringend qualifizierte IT-Fachkräfte? Lassen Sie uns gemeinsam handeln!";7.8;high;German IT & telecom solutions provider focused on Mittelstand, clearly B2B with services like IT service, networking, security, cloud and on-demand IT experts. Strong DACH presence and operational with recent content. Deals and projects are likely mid-ticket and recurring, onboarding is scalable and TAM in DACH SMB/mid-market is large. Category is somewhat competitive but phone-pitch friendly and low regulatory risk.;0.013727;0.003727;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
BESTSELLER Consulting Services GmbH;10;marketing & advertising;http://www.bestseller-consulting.de;http://www.linkedin.com/company/bestseller-consulting;44 Rupert-Mayer-Strasse;Muenchen;Bayern;Germany;81379;44 Rupert-Mayer-Strasse, Muenchen, Bayern, Germany, 81379;vertrieb, rekrutierung, leadqualifizierung, sales, dialogmarketing, leadgenerierung, direktmarketing, datamanagement, vertriebscontrolling, telesales, marketing, sales consulting, vertriebsinnendienst, recruiting, vertriebstraining, advertising services, vertriebscoaching, vertriebsstrategie, training und coaching, vertriebsprozess, lead-generation, vertriebsprozessoptimierung, vertriebskennzahlen, vertriebserfolg, vertriebsberatung, vertriebszielerreichung, roi im vertrieb, vertriebsplanung, inside-sales, business support services, inside-sales optimization, home-office controlling, lead-generierung, vertriebsoptimierung, lead-qualifizierung, vertriebscontrolling im home-office, vertriebsstrategieentwicklung, home-office vertrieb, controlling im home-office, b2b telesales, kaltakquise, vertriebsperformance-messung, vertriebsmanagement, vertriebskennzahlenanalyse, vertriebspartner, vertriebsprozesse, proaktive kundenbetreuung, recruiting vertriebsmitarbeiter, professional, scientific, and technical services, verkaufsabschluss am telefon, vertriebsperformance, vertriebsentwicklung, training / coaching vertriebsmitarbeiter, vertriebssteuerung, management consulting services, kalt-akquise, b2b, consulting, services, customer acquisition, lead generation, appointment setting, customer relationship management, training, coaching, project management, customer engagement, conversion optimization, customer retention, data analytics, business consulting, marketing & advertising, crm, enterprise software, enterprises, computer software, information technology & services, productivity, management consulting;'+49 89 901190;BESTSELLER Consulting Services GmbH.;8.3;high;German B2B provider focused on lead generation, telesales and telemarketing optimization, with modules for building and operating TeleSales centers and generating appointments. Strong DACH presence, long-operating website and clear ICP in sales/marketing leaders. Services are scalable, phone-centric and economically suitable for outbound collaboration in DACH.;0.015036;0.005036;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
Software Aspekte;7;information technology & services;http://www.software-aspekte.de;http://www.linkedin.com/company/software-aspekte;;Boeblingen;Baden-Wuerttemberg;Germany;;Boeblingen, Baden-Wuerttemberg, Germany;software development, power platform, embedded-software, systemintegration, business intelligence, ai-integration services, sap-lösungen, künstliche intelligenz, adas, elektronische signatur, microsoft dynamics 365, app-entwicklung, softwareentwicklung, embedded linux drivers, automobil-lösungen, sap-entwicklung, v2x-kommunikation, cloud computing, v2x-lösungen, process automation, connected car systems, iso 26262, microsoft-lösungen, power apps, automotive software, power automate, microsoft sharepoint, azure cloud, data management, performance-verbesserung, embedded software, data analytics, automotive safety standards, custom software, software systementwicklung, security compliance, m2m-kommunikation, cloud migration, misra c/c++, autonomous vehicle software, gpt-integration, informationssicherheit, cloud solutions, java-entwicklung, information technology and services, microsoft power bi, data security, migration services, support & wartung, data warehousing, adas komponenten, anwendungsmodernisierung, telematiklösungen, ki-services, compliance-beratung, ki-entwicklung, b2b, consulting, services, computer systems design and related services, information technology & services, analytics, enterprise software, enterprises, computer software, computer & network security;'+49 703 12097120;;8.3;high;German software development and AI integration firm with strong B2B focus, long-term enterprise projects and clear DACH presence. Targets mid-market and large enterprises in regulated and automotive sectors, with high ACV and scalable team models. Services are standardized enough to onboard multiple clients monthly and value proposition is easy to pitch by phone. Competition is broad but they differentiate via Microsoft/SAP, embedded, automotive and compliance expertise.;0.015097;0.005097;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
AdvaTec Projects;11;machinery;http://www.advatec-projects.com;http://www.linkedin.com/company/advatec-projects-group;;Stuttgart;Baden-Wuerttemberg;Germany;70178;Stuttgart, Baden-Wuerttemberg, Germany, 70178;automation machinery manufacturing, system safeguarding, process safety, process diagnostics, biological process monitoring, training and instruction, process control, production efficiency, production scaling, automated process diagnosis, production process acceleration, quality control systems, failure detection systems, quality improvement, process parametrization, paint shop automation, industrial automation, project management, production design, production line safety, training services, factory automation, production commissioning, cost reduction, process reliability, offline programming, resource saving, paint process parametrization, production benchmarking, 3d-cad construction, process stability tools, manufacturing, safety concepts, process monitoring, cycle time reduction, custom process development, process data analysis, production planning, process optimization, safety system installation, 3d-cad simulations, robot sequence optimization, industrial engineering, automation, feasibility studies, digital factory tools, system safety, digital factory implementation, digital factory, robot programming, engineering services, coating technology, simulation, spray pattern analysis, project support, b2b, consulting, services, all other general purpose machinery manufacturing, mechanical or industrial engineering, productivity, information technology & services;'+49 205 9198482;"AdvaTec Projects bietet:

Technische Dienstleistungen im Bereich der Automatisierungstechnologie und Prozessüberwachung für Industrie und Forschung.

Im Detail bieten wir:

Beratung, Planung, Analyse, Inbetriebnahme, Offline Simulation und Programmierung, sowie Parametrierung und Optimierung von Produktions- und Automatisierungsprozessen, Prozessdiagnose- und Qualitätssystemen.

Planung, Entwicklung, Konstruktion und Fertigung von spitzentechnologischen Systemlösungen zur Prozesskontrolle.

F+E Unterstützung für Industrie, Universitäten und technische Institute.

Schulung, Projekt- und Qualitätsmanagement.";7.5;high;German engineering consultancy and products firm focused on industrial coating and automation, clearly B2B with DACH HQ and clients. Serves automotive/manufacturing plants with high-value services and proprietary tools, implying strong deal sizes and repeat work. Delivery is partly bespoke but appears standardized enough to onboard multiple projects monthly. TAM in DACH automotive/industrial is sizable and phone-pitchable, so overall a solid but not perfect Manuav fit.;0.015025;0.005025;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
CYBERIUM - pioneering digital trans­for­mation;6;information technology & services;http://www.cyberium.de;http://www.linkedin.com/company/cyberium;;Duesseldorf;North Rhine-Westphalia;Germany;40213;Duesseldorf, North Rhine-Westphalia, Germany, 40213;entrepreneurship, bildung, forschung, networking, digitalisierung, technology, information & internet, technology entrepreneurs, ai solutions, digital strategy execution, ai-powered software solutions, management consulting, technology workshops, web3 and blockchain, hackathons and innovation events, scalability and agility, ai experimentation facility, decentralized technologies, digital literacy, media and communications strategy, knowledge sharing sessions, digital community engagement, ai and machine learning specialists, scalability solutions, digital community building, digital literacy services, professional growth, digital transformation consulting, data analytics experts, global offices, hackathons and workshops, ranking and benchmarking system, remote collaboration platform, digital innovation, web3 competence center, top-tier expertise, ai experimentation, community of top experts, technology and data insights, digital ecosystem, continuous professional growth, global presence, remote teamwork tools, information technology and services, digital strategy, data-driven decision making, workshops and hackathons, expert evaluation process, top industry ranking system, scalable digital business models, blockchain exploration, expert vetting, digital strategy consulting, security and efficiency solutions, cloud and infrastructure, technology deployment, digital transformation, expert network, personalized digital transformation guidance, software development, ai-powered benchmarking, continuous professional development, ai software solutions, emerging technology research, virtual collaboration platform, ai experimentation labs, emerging tech adoption, blockchain and web3, ranking and benchmarking tools, community of experts, technology entrepreneurship, security enhancement, media strategists, business model development, professional development programs, digital business models, data security, ranking systems, decentralized technology exploration, ai and machine learning, professional growth opportunities, brand communication, communications strategists, expert vetting process, digital literacy for startups, data analytics, benchmarking tools, technology consulting services, efficiency improvement, technology and data optimization, digital transformation services, digital innovation labs, digital progress facilitation, creative brand solutions, strategic consulting, business agility, remote collaboration, b2b, consulting, services, management consulting services, cybersecurity, data protection, risk management, technology consulting, business intelligence, cloud services, digital marketing, market research, information technology & services, marketing, marketing & advertising, computer & network security, analytics, cloud computing, enterprise software, enterprises, computer software;'+49 211 97631101;Netzwerk zur Förderung des digitalen Sachverstandes;7.5;high;Cyberium is a German B2B digital transformation and AI/tech services network headquartered in Düsseldorf with clear DACH focus and established since 1999/2018. It targets startups and enterprises with strategy, tech and data projects, indicating solid deal sizes and scalable expert delivery. TAM in DACH is large but positioning is relatively broad and partially consulting-like, so fit is attractive but not “dream customer” level.;0.015005;0.005005;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
CrossLease GmbH;8;information technology & services;http://www.crosslease.com;http://www.linkedin.com/company/crosslease;;Oberhaching;Bavaria;Germany;82041;Oberhaching, Bavaria, Germany, 82041;finanzdienstleistungen, software, it, erp, saas, leasing, cloud, api integration, leasing workflow automation, leasing software, financial services, leasing data analysis, leasing data management, leasing and credit scoring, banking, automated refinancing decision, cloud erp for leasing, cloud computing, contract management, refinancing software, on premise deployment, bank system integration, cloud security features, leasing and customer management, software development, system interoperability, cloud-based leasing software, leasing and refinancing reporting, user management, real-time data processing, software as a service, financial analytics, data management, software for leasing companies, portfolio management, compliance tools, digital document management, leasing portfolio management, leasing and compliance management, browser-based software, refinancing process automation, leasing and banking software, cloud erp, customer data handling, leasing contract administration, refinancing process control, multi-bank integration, financial reporting, financial controlling, leasing and refinancing software, leasing business management, risk management, leasing and bank integration, workflow automation, software customization, refinancing management, credit rating, asset and liability management, digital application processing, leasing industry solutions, leasing and asset management, credit scoring integration, regulatory compliance tools, leasing process automation, multi-user access, refinancing portfolio control, refinancing portal, refinancing bank software, automated credit decision, b2b, services, computer systems design and related services, customer relationship management, data security, process optimization, regulatory compliance, data analytics, information technology & services, computer software, enterprise software, enterprises, crm, sales, computer & network security;'+49 89 69378161;"Seit über 20 Jahren unterstützen wir Banken und KMUs in der Leasingbranche mit innovativen Lösungen und fundierter Beratung. Unser Fokus liegt auf der Optimierung und Digitalisierung von Leasing- und Refinanzierungsprozessen.

Wir verstehen die Herausforderungen Ihrer Branche und kombinieren unser tiefes Fachwissen mit moderner Technologie, um nachhaltige Ergebnisse zu liefern. Ob bei der Automatisierung von Prozessen, der digitalen Transformation oder der effizienten Refinanzierung – wir sind Ihr Partner für erfolgreiche Leasingprojekte.";8.2;high;"German SaaS provider of leasing/refinancing software for leasing companies and refi banks; clearly B2B with strong DACH focus and long operating history. Cloud, subscription and SME/enterprise deals imply solid ACV and recurring revenue. Standardized products and partner network suggest scalable onboarding. Niche but sizable DACH TAM and an easily pitchable value prop make it an attractive Manuav target.";0.013846;0.003846;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
NISBAU;25;machinery;http://www.nisbau.de;http://www.linkedin.com/company/nisbau;5 Offsteiner Weg;Bockenheim an der Weinstrasse;Rhineland-Palatinate;Germany;67278;5 Offsteiner Weg, Bockenheim an der Weinstrasse, Rhineland-Palatinate, Germany, 67278;mobile concrete batching plants, silosystems, custom made plant systems, semimobile concrete batching plants, modular batching plants, special constructions, construction machinery, concrete batching plants, concrete, beton, betonmischanlagen, construction equipment, mobile batching plants, foundation free batching plants, industrial machinery manufacturing, winter operation options, flexible capacity, recycling options, semi-mobile batching plant, plug and play technology, modular silos, wear linings in hardox and pu, high capacity batching system, tunnel mixing plants, stationary batching plants, german engineering, winter-proof housing, automated control systems, recycling systems, customized mixing solutions, additive containers, custom automation solutions, video surveillance, construction equipment manufacturing, high storage capacity, temperature and humidity measurement, high capacity twin towers, building material manufacturing, tunnel construction, mobile concrete plant, compact design for traffic junctions, logistics concepts, fiber dosing, compact concrete plants, aggregate storage systems, high performance systems, mobile foundation-free installation, urban construction batching, self-sufficient double systems, foundation-free installation, state-of-the-art german technology, mixing plants, modular systems, integrated logistics, modular inclined conveyor belts, b2b, government, services, mining and oil and gas field machinery manufacturing, machinery;'+49 6359 9477390;"NISBAU GmbH is a family-owned company based in Bockenheim, Germany, specializing in the development and construction of concrete batching plants for the ready-mix concrete industry. They offer a wide range of mobile and stationary batching plants, along with comprehensive services that support large-scale projects, precast plants, and various infrastructure developments.

The company excels in mechanical design and plant engineering, providing services from construction and manufacturing to system automation and installation. NISBAU is dedicated to supporting its customers with maintenance and operational assistance, ensuring quality and reliability in their offerings. They also focus on sustainability by minimizing CO2 footprints and promoting environmentally friendly practices.

In addition to ready-mix concrete plants, NISBAU provides tailored solutions for mining and tunnel construction, including logistics systems and specialized batching plants. Their diverse product range includes various mixing plants and modular solutions designed to meet the needs of the construction and industrial sectors.";7.5;high;German GmbH manufacturing concrete batching plants, clearly B2B with industrial buyers and global references. Strong DACH presence and mature operations with service contracts and training. High deal sizes and repeat service revenue justify outbound. ICP in DACH (construction, ready-mix, precast) is sizable, and offering is differentiated enough. Phone pitch is straightforward to plant managers and executives, though niche limits upper TAM vs horizontal SaaS.;0.015027;0.005027;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
CHAGOS;5;information technology & services;http://www.thechagos.com;http://www.linkedin.com/company/thechagos;7 Alexanderstrasse;Berlin;Berlin;Germany;10178;7 Alexanderstrasse, Berlin, Berlin, Germany, 10178;low carbon building materials, sustainable building materials, eu taxonomy, building materials for dgnb, recycled materials, climatefriendly building materials, climate impact analysis, qng, no toxin building materials, nachhaltige immobilien, klimafreundliche baumaterialien, climatefriendly building products, biobased materials, esg innenausbau, esg, esg baumaterial, esg analyse, compliant building materials, desktop computing software products, building certification support, esg optimization, material simulation, environmental services, building material evaluation, material certification, green building materials, sustainability reporting, eu taxonomy compliance, ai-driven material database, automated documentation, construction, regulatory compliance, co2 reduction, sustainability assessment, building retrofit tools, co2e reduction tools, circular economy materials, material data management, building sustainability, building project automation, material documentation, digital material audit, digital material database, green lease compliance, sustainable construction, interior esg optimization, material data platform, project efficiency, material lifecycle assessment, material optimization, material audit, material compliance, material sourcing, information technology, sustainable material sourcing, automated updates, esg in construction, digital collaboration, climate-friendly materials, expert knowledge integration, esg assessment, material selection tool, material transparency, material performance simulation, building project management, climate impact assessment, material compliance verification, digital collaboration tools, material supplier evaluation, b2b, consulting, services, other scientific and technical consulting services, real estate development, information technology & services, renewables & environment;;"Die Plattform für nachhaltige Baumaterialien.

CHAGOS automatisiert die Suche, Audition und Dokumentation von Baumaterialien für DGNB, QNG und EU Taxonomie. 

WARUM?
Wir brauchen Immobilien, die im Einklang mit unserem Planeten sind. Heute sind Immobilien über ihren Lebenszyklus für knapp 40% der globalen CO2e Emissionen verantwortlich, 11% davon kommen von den Baumaterialien. 

Alleine der Innenausbau von Büroimmobilien verursacht ca 20 Mio. t CO2 pro Jahr in Europa. Das muss sich ändern. 

Und damit nicht genug: Es sind 177 Stoffe in Baumaterialien bekannt, die Risiken für Umwelt und die Gesundheit negativ beeinflussen. 

WARUM NACHHALTIGE BAUMATERIALIEN UND ESG?
Nachhaltige Baumaterialien sind heute schon die Basis für Gebäudezertifikate (DGNB, LEED, BREEAM), die Einhaltung der EU Taxonomie und für Förderungen, z.B. der QNG. All diese sind wiederum die Basis für stabile Werte der Immobilien sowie geringe Finanzierungskosten. 

Um diese zu erreichen, müssen auf Produktebene die Schadstoffe und zT auch CO2e Werte der eingesetzten Materialien nachgewiesen werden. Heute schon. Wer sich noch fragt ob es wichtig ist bei Ausschreibungen genauer zu werden --> das könnte eine Antwort sein ;)

All diese Themen sind Möglichkeiten ESG-konform zu sein. ESG ist nämlich letztlich eine Möglichkeit Nachhaltigkeit auszudrücken und wird in der Finanzindustrie zur Risikobewertung von Assets herangezogen. E steht für Environmental, S für Social und G für Governance. 

WAS MACHT CHAGOS?
Wir automatisieren das finden, prüfen, optimieren, dokumentieren und kommunizieren von nachhaltigen Baumaterialien.  
Bauherren, ESG Auditoren und Bauunternehmen können so einfach die besten nachhaltigen Baumaterialien einsetzen und sparen dabei Zeit und Kosten.

LETS BUILD FOR PLANET EARTH - TOGETHER💚🌎";7.6;high;CHAGOS is a Berlin-based B2B climate-tech platform for ESG-compliant buildings, serving real-estate developers with a one-stop solution for sustainable materials and services. Clear DACH presence, SaaS-style B2B focus and likely mid/high deal sizes support outbound. TAM among DACH construction/real-estate players is sizable and pitchable by phone. Some uncertainty remains on current scale and pricing, so I avoid a top score.;0.012184;0.002184;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
EES Elektra-Elektronik GmbH & Co. Störcontroller KG;11;electrical/electronic manufacturing;http://www.ees-online.de;http://www.linkedin.com/company/ees-elektra-elektronik-gmbh-&-co-st%c3%b6rcontroller-kg;Hummelbuehl;Backnang;Baden-Wuerttemberg;Germany;71522;Hummelbuehl, Backnang, Baden-Wuerttemberg, Germany, 71522;fault annunciating systems, telecontrol systems, plant monitoring, industry electronics, appliances, electrical, & electronics manufacturing, anlagenüberwachung, redundantes meldesystem, kommunikationsprotokolle, zugangskontrolle, water and wastewater equipment, sensoren, iot, industrial automation, mqtt, niederspannungsnetz, modulare systeme, sicherheitsrelais, abwasserüberwachung, fernwirkcontroller, verkehrstechnik, datenübertragung, fernwirknetzwerke, strmeldetechnik, signalübertragung, fernwirktechnik, lorawan, energieverteilnetze, sps-funktionalität, vernetzbare melder, schaltnetzteile, webrtu, lichtwellenleiter, gebäudetechnik, energieüberwachung, schienenverkehrstechnik, gprs/lte/eth, kommunikationssysteme, kabel- und funktechnik, hochspannungsanlagen, powerline, alarmmanagement, zweidrahttechnik, datenlogger, transportation equipment manufacturing, wasserwirtschaft, smart grid, datenprotokolle, energy management, electrical equipment manufacturing, energieeffizienz, b2b, government, services, navigational, measuring, electromedical, and control instruments manufacturing, energy efficiency, data security, renewable energy, electrical/electronic manufacturing, mechanical or industrial engineering, transportation/trucking/railroad, clean energy & technology, environmental services, renewables & environment, oil & energy, manufacturing, computer & network security, information technology & services;'+49 719 11820;"For more than 40 years, we produce high-quality solutions in the field of telecontrol, control and fault annunciating technology.   

Founded on our know-how and our experience over decades, we supply an important contribution to increase plant availability and reliability of different plants. Quick, easy and reliable. 

Our clients in the areas of gas, electricity and district heating supply, water and waste water management and other infrastructure applications in industry and traffic engineering benefit from our innovative solutions, we always adapt perfectly to the wishes and requirements of our customers.";7.5;high;"German mid-sized industrial electronics manufacturer focused on fault annunciation, telecontrol and monitoring for utilities, water, traffic and building infrastructure. Pure B2B with strong DACH roots and broad TAM among municipal utilities and industrial operators. High deal values and long lifecycles justify outbound; offerings are hardware-centric and engineering-heavy but standardized enough to onboard multiple customers monthly. Phone pitch to technical and operations leaders is feasible though niche and engineering-led, not classic SaaS, so fit is attractive but not “dream client.”";0.015273;0.005273;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
genese.de GmbH;13;information technology & services;http://www.genese.de;http://www.linkedin.com/company/genese.de-gmbh;7 Leerkaempe;Bremen;Bremen;Germany;28259;7 Leerkaempe, Bremen, Bremen, Germany, 28259;ip management, patent software, trademark software, document management system, electronic filing, database, microsoft certified partner, sharepoint, law offices software, workflow managemenet, software development, xml-basiertes dokumentenmanagement, elektronische akten, patent- und markenrecherche, markenmanagement, xml-vorlagen, markenverwaltung, patentmanagement, mandantenverwaltung, benutzerrechte, kostenkontrolle, schnittstellen zu patentämtern, webportal, schnittstellen, dokumentenmanagement, fristenmanagement, schnittstellen zu datev, e-mail-management, workflow-automatisierung, audit-trail, dokumentenarchiv, information technology, innovationsförderung durch software, rechtsanwaltsspezifische software, rechtsanwaltssoftware, ip-management-software, forecasting, rechtsanwaltskanzlei software, automatisierung, patent- und markenportale, legal technology, rechtsanwälte, vertragsmanagement, patent- und markenportfolios, automatisierte fristenkontrolle, intellectual property management, outlook-integration, individuelle xslt-vorlagen, patentfamilienanzeige, verwaltung gewerblicher schutzrechte, automatisierte gebührenabrechnung, sicheres hosting, automatisierte erfindungsmeldung, fristenüberwachung, patentverwaltung, b2b, consulting, services, computer systems design and related services, information technology & services;'+49 421 565610;"One of the leading suppliers of IP software. for patent and trademark attorneys. We offer complete solutions for nationale and international law office and industrial clients. With Genese and the Genese software suite small, medium and large clients can manage there profileright out of the box. The most complete IP management
solution in the market organize all your internal and external workflows. Being customizable, this ideally combines the advantages of an off-the-shelf solution with the benefits of an tailor-made software. Our personal services helps you being always the first in organization. For more information see our webpage.";7.5;high;Genese offers specialized IP-management software and services for patent law firms and corporate patent departments, a clearly B2B niche in Germany with strong DACH presence and long operating history. Pricing is not public but enterprise workflows and hybrid cloud/on‑prem setup imply solid ACV and recurring revenue. Delivery looks productized yet with consulting, so onboarding 10+ customers/month is plausible though somewhat capacity‑constrained.;0.014742;0.004742;1;flex;gpt-5.1-2025-11-13;prod_1000_r2_eval_de_5_30_b2b_1000
